username,Att,Comp,Pass Yds,Pass TDs,Int,Sck,Rush,Rsh Yds,Rsh TDs,Fum,Tgt,RZ Tgt,Rec,Rec Yds,Rec TDs,Kick Ret Yds,XPM,XPA,FGM,FGA,10-19 FGM,20-29 FGM,30-39 FGM,40-49 FGM,50+ FGM,Miss,Yds Allowed,Pts Agn,Scks,DefTD,Safts
dirtywizard,0,0,0.04,4,-2,0,0.1,0.1,6,-2,0,0,0.25,0.1,6,0.1,1,0,3,0,0,0,0.5,1.5,2,0,-0.027,-0.29,1,6,2
